"feedback_text","sentiment_label"
"Cứ tưởng sẽ dễ vượt qua dễ dàng hơn nhưng thực ra em đang cáu gắt liên tục nhiều lắm.","NEGATIVE"
"Học nhóm hiệu quả ghê, em thích kiểu học này.","POSITIVE"
"Cứ nghĩ mọi thứ sẽ ổn hơn nhưng em lại thấy quá tải thật sự hoài.","NEGATIVE"
"Tưởng sẽ hiểu bài nhưng cuối cùng em lại thấy không tập trung được.","NEGATIVE"
"Do deadline dồn vào một tuần kéo dài, em trở nên căng thẳng với xung quanh, kể cả với bài thực hành dù không muốn vậy.","NEGATIVE"
"Em chưa quyết định được hướng đi nên mọi thứ, kể cả bài kiểm tra giữa kỳ, vẫn còn không có gì nổi bật.","NEUTRAL"
"Mặc dù cảm thấy bất an nhưng em vẫn theo kịp bài được.","NEUTRAL"
"Có lúc thấy đuối sức nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Em cũng muốn theo kịp lắm nhưng hiện tại chỉ thấy kiệt sức thôi.","NEGATIVE"
"Dù tiến độ nhanh nhưng em vẫn hiểu được nội dung chính tốt, không quá lo.","POSITIVE"
"Chuyện cứ thất bại hoài không biết sai ở đâu đang ảnh hưởng nhiều, cứ tiếp cận cảm giác cô đơn mà em luôn trong trạng thái nản lắm rồi mấy ngày nay.","NEGATIVE"
"Chuyện nhóm không làm việc được với nhau đang ảnh hưởng nhiều, cứ tiếp cận chuyện gia đình mà em luôn trong trạng thái kiệt sức mấy ngày nay.","NEGATIVE"
"Dù deadline nhiều, em vẫn cảm thấy ổn và giữ được tâm lý tốt được.","POSITIVE"
"Dù áp lực thi cử, em vẫn cảm thấy ổn và xử lý ổn mọi thứ được.","POSITIVE"
"bài hơi khó không làm em nản, em vẫn giữ được tâm lý tốt như thường.","POSITIVE"
"Tưởng sẽ ổn định nhưng cuối cùng em lại thấy stress nặng.","NEGATIVE"
"Nhờ được hướng dẫn chi tiết nên em có thêm năng lượng, thấy khá tự tin với mọi thứ, kể cả việc ăn uống.","POSITIVE"
"Dạo này tinh thần em khá ổn, đối mặt với định hướng nghề nghiệp em thấy tự tin hơn trước nhiều và dễ chịu hơn trước.","POSITIVE"
"Vì kỳ vọng của gia đình quá lớn nên dù chỗ ở trọ không hẳn là quá khó, em vẫn cứ thấy cáu gắt và mất kiên nhẫn liên tục.","NEGATIVE"
"Dù áp lực vì thiếu ngủ nhưng cuối cùng em vẫn theo kịp bài.","POSITIVE"
"Nhờ sắp xếp được thời gian hợp lý nên em có thêm năng lượng, thấy phấn khởi hơn nhiều với mọi thứ, kể cả bài kiểm tra giữa kỳ.","POSITIVE"
"Tuy kiệt sức nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Tuy cáu gắt liên tục nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Tuy stress nặng nhưng nhìn chung em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Mặc dù cáu gắt liên tục nhưng em vẫn theo kịp bài được.","NEUTRAL"
"Em biết nhóm không làm việc được với nhau không phải lỗi của ai nhưng cứ thấy cáu gắt và mất kiên nhẫn và không kiểm soát được cảm xúc.","NEGATIVE"
"Bài giảng nhanh quá, em ghi không kịp chứ chưa nói hiểu.","NEGATIVE"
"Feedback của cô rất cụ thể, em biết cần sửa chỗ nào.","POSITIVE"
"Mặc dù cáu gắt liên tục nhưng em vẫn vẫn học ổn được.","NEUTRAL"
"Cứ tưởng sẽ dễ học tốt hơn nhưng thực ra em đang không tập trung được nhiều lắm.","NEGATIVE"
"Có lúc thấy cảm thấy bất an nhưng nhìn chung em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Dù hơi rất mệt mỏi thật nhưng em vẫn đang theo kịp bài bình thường.","NEUTRAL"
"Tâm trạng em tốt hơn hẳn, nhìn lại lo ngại về việc làm em thấy tự tin hơn trước nhiều và dễ xử lý hơn trước.","POSITIVE"
"áp lực thi cử không làm em nản, em vẫn vẫn học ổn như thường.","POSITIVE"
"Nhờ sắp xếp được thời gian hợp lý nên em có thêm năng lượng, thấy vui vì hiểu ra rồi với mọi thứ, kể cả mức năng lượng hàng ngày.","POSITIVE"
"Có lúc thấy stress nặng nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Em cũng muốn ổn định lắm nhưng hiện tại chỉ thấy bực bội không kiểm soát được thôi.","NEGATIVE"
"Nhờ em chủ động hỏi thêm nên em có thêm năng lượng, thấy tự tin hơn trước nhiều với mọi thứ, kể cả chỗ ở trọ.","POSITIVE"
"Em thấy yên tâm hơn sau khi hỏi thầy.","POSITIVE"
"Dạo này sinh hoạt của em hơi rối nên deadline bài tập cũng chỉ ở mức vừa phải, chưa có gì nổi bật.","NEUTRAL"
"Vì cứ thất bại hoài không biết sai ở đâu nên dù cảm giác bị hiểu lầm không hẳn là quá khó, em vẫn cứ thấy dễ nản liên tục.","NEGATIVE"
"Em hay cáu gắt và mất động lực dạo này, chắc do áp lực thi cử tích tụ lâu quá.","NEGATIVE"
"Có lúc thấy cáu gắt liên tục nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Nhìn vào bài tập là em thấy tê liệt, không muốn bắt đầu gì hết.","NEGATIVE"
"Do deadline dồn vào một tuần kéo dài, em trở nên rất áp lực với xung quanh, kể cả với feedback từ thầy cô dù không muốn vậy.","NEGATIVE"
"Dù hơi mất động lực thật nhưng em vẫn đang giữ được tâm lý tốt bình thường.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên việc ăn uống không còn là áp lực lớn, em thấy tự tin hơn trước nhiều.","POSITIVE"
"Em đang phải vừa lo cứ thất bại hoài không biết sai ở đâu vừa lo áp lực thi cử, cảm giác mất động lực thật sự, không biết trụ được bao lâu.","NEGATIVE"
"Nhờ tài liệu rõ ràng hơn nên em có thêm năng lượng, thấy khá tự tin với mọi thứ, kể cả chuyện tình cảm.","POSITIVE"
"Mặc dù bực bội không kiểm soát được nhưng em vẫn làm được bài tập được.","NEUTRAL"
"Mặc dù cáu gắt liên tục nhưng em vẫn làm được bài tập được.","NEUTRAL"
"Dù hơi mất động lực thật nhưng em vẫn đang hiểu được nội dung chính bình thường.","NEUTRAL"
